"rep1","rep2","rep3","rep4","rep5","rep6","rep7","rep8","rep9","rep10"
0.999999999918053,0.999999928779299,0.999999977063953,0.999999999609983,0.999999999999832,0.999999316000665,0.999999995009199,0.999999988810409,0.999999999993957,0.999999976646134
0.99999999979205,0.999999864248675,0.999999953653744,0.999999999076563,0.999999999999467,0.999998795311407,0.999999989283913,0.999999976874897,0.999999999983191,0.999999953029357
0.999999999575102,0.999999777309658,0.999999920488483,0.999999998210895,0.999999999998709,0.999998140062585,0.999999980738684,0.999999959635605,0.999999999963151,0.999999919705558
0.999999999223928,0.999999661998401,0.999999874671067,0.999999996875499,0.999999999997276,0.999997317651467,0.999999968423384,0.999999935443195,0.99999999992858,0.999999873818794
0.999999998680556,0.999999511826226,0.999999812863202,0.999999994893602,0.999999999994742,0.999996296505027,0.999999951190749,0.999999902361764,0.999999999872059,0.999999812091454
0.999999997868089,0.999999319365129,0.999999731116153,0.999999992038712,0.999999999990473,0.999995042433139,0.99999992764065,0.999999858074265,0.999999999783272,0.999999730656219
0.999999996685695,0.999999076050432,0.999999624755778,0.999999988023102,0.999999999983541,0.99999351751701,0.999999896070582,0.999999799810512,0.999999999648104,0.999999624944806
0.999999995002519,0.999998772012081,0.999999488267075,0.999999982484282,0.999999999972623,0.999991679461236,0.999999854421418,0.999999724271991,0.999999999447488,0.999999489577286
0.999999992650305,0.999998395902237,0.999999315168212,0.999999974969019,0.999999999955848,0.999989481054622,0.999999800215934,0.999999627548495,0.999999999155964,0.999999318241796
0.999999989414486,0.999997934709899,0.999999097870436,0.999999964914496,0.999999999930615,0.999986869646145,0.999999730488737,0.999999505024474,0.999999998739883,0.999999103561035
0.99999998502346,0.999997373558493,0.999998827521545,0.999999951626136,0.999999999893344,0.999983786603625,0.999999641706375,0.999999351273623,0.999999998155176,0.999998836943361
0.999999979135736,0.999996695483859,0.999998493830935,0.999999934251604,0.999999999839161,0.99998016674102,0.999999529676395,0.999999159940223,0.999999997344599,0.999998508416591
0.999999971324571,0.999995881190409,0.999998084874181,0.999999911750387,0.999999999761489,0.999975937706622,0.999999389443974,0.999998923605766,0.99999999623434,0.9999981064426
0.999999961059682,0.99999490878339,0.999997586875005,0.999999882858306,0.999999999651534,0.999971019326894,0.999999215174641,0.999998633639221,0.999999994729877,0.99999761771075
0.999999947685522,0.999993753475066,0.999996983962338,0.999999846046211,0.999999999497623,0.999965322901661,0.999999000021462,0.999998280029186,0.999999992710906,0.999997026907972
0.99999993039558,0.99999238726256,0.999996257899949,0.999999799472033,0.999999999284374,0.999958750446763,0.999998735974852,0.999997851196007,0.999999990025195,0.99999631646323
0.999999908202015,0.999990778574924,0.999995387785941,0.999999740925225,0.99999999899165,0.999951193880318,0.999998413693051,0.999997333781751,0.999999986481125,0.999995466263807
0.999999879899923,0.99998889188687,0.99999434971916,0.999999667762543,0.99999999859325,0.999942534148746,0.999998022311038,0.999996712415759,0.999999981838694,0.999994453340727
0.999999844025336,0.999986687296374,0.999993116429296,0.999999576833957,0.999999998055273,0.999932640288545,0.999997549225481,0.99999596945325,0.999999975798678,0.999993251520338
0.999999798806022,0.999984120063207,0.999991656867224,0.999999464397338,0.999999997334091,0.999921368419682,0.999996979853057,0.999995084684258,0.99999996798963,0.999991831038846
0.999999742103927,0.999981140105196,0.999989935751776,0.999999326020409,0.999999996373831,0.99990856066624,0.999996297359209,0.999994035009925,0.999999957952315,0.999990158116338
0.999999671348033,0.99997769144883,0.999987913068873,0.999999156468253,0.999999995103273,0.999894043999792,0.999995482354137,0.99999279408289,0.999999945121121,0.999988194486515
0.999999583456151,0.999973711630556,0.999985543518565,0.99999894957447,0.999999993432032,0.999877629000727,0.99999451255248,0.999991331908252,0.999999928801934,0.999985896878065
0.999999474744028,0.999969131044866,0.999982775905187,0.999998698093847,0.999999991245877,0.999859108532536,0.999993362392833,0.999989614401256,0.999999908145837,0.999983216443263
0.999999340819897,0.99996387223501,0.999979552465408,0.999998393534145,0.999999988400997,0.999838256323836,0.999992002612863,0.999987602897511,0.999999882117942,0.999980098129025
0.999999176462355,0.999957849121869,0.999975808128572,0.999998025964345,0.999999984717023,0.999814825452641,0.999990399775357,0.999985253611214,0.999999849460519,0.999976479985267
